county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Stanislaus,2020-04-29,35.0,26.0,61.0,1573.0,4.0,5.0,97.0
Merced,2020-04-29,2.0,7.0,9.0,206.0,1.0,1.0,5.0
Solano,2020-04-29,10.0,18.0,28.0,592.0,5.0,5.0,56.0
Sacramento,2020-04-29,42.0,36.0,78.0,1314.0,17.0,5.0,137.0
Riverside,2020-04-29,212.0,124.0,336.0,3728.0,78.0,32.0,201.0
Los Angeles,2020-04-29,1959.0,591.0,2550.0,20960.0,602.0,97.0,1167.0
Nevada,2020-04-29,1.0,2.0,3.0,102.0,1.0,1.0,4.0
Santa Clara,2020-04-29,110.0,34.0,144.0,3331.0,46.0,2.0,198.0
San Francisco,2020-04-29,80.0,24.0,104.0,1862.0,26.0,6.0,107.0
San Bernardino,2020-04-29,156.0,124.0,280.0,4556.0,56.0,23.0,162.0
Amador,2020-04-29,0.0,0.0,0.0,,0.0,0.0,4.0
Placer,2020-04-29,5.0,28.0,33.0,340.0,1.0,3.0,80.0
Marin,2020-04-29,0.0,6.0,6.0,358.0,0.0,1.0,22.0
San Luis Obispo,2020-04-29,3.0,2.0,5.0,526.0,3.0,0.0,34.0
Santa Cruz,2020-04-29,2.0,0.0,2.0,354.0,1.0,0.0,8.0
Mendocino,2020-04-29,0.0,0.0,0.0,151.0,0.0,0.0,6.0
Napa,2020-04-29,1.0,0.0,1.0,387.0,0.0,0.0,6.0
Del Norte,2020-04-29,0.0,3.0,3.0,,0.0,1.0,2.0
Glenn,2020-04-29,0.0,0.0,0.0,,0.0,0.0,
Lassen,2020-04-29,0.0,0.0,0.0,25.0,0.0,0.0,
Tulare,2020-04-29,30.0,0.0,30.0,920.0,5.0,0.0,30.0
Calaveras,2020-04-29,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Kern,2020-04-29,36.0,13.0,49.0,1702.0,23.0,3.0,59.0
Fresno,2020-04-29,38.0,48.0,86.0,2007.0,16.0,8.0,91.0
Sonoma,2020-04-29,5.0,14.0,19.0,789.0,2.0,2.0,51.0
Yuba,2020-04-29,0.0,0.0,0.0,445.0,0.0,0.0,10.0
Colusa,2020-04-29,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Modoc,2020-04-29,0.0,0.0,0.0,24.0,0.0,0.0,
Contra Costa,2020-04-29,24.0,50.0,74.0,1485.0,9.0,14.0,131.0
San Benito,2020-04-29,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Plumas,2020-04-29,0.0,0.0,0.0,39.0,0.0,0.0,
Sutter,2020-04-29,0.0,0.0,0.0,,0.0,0.0,
Alameda,2020-04-29,76.0,63.0,139.0,1746.0,33.0,13.0,168.0
Trinity,2020-04-29,0.0,0.0,0.0,54.0,0.0,0.0,
Imperial,2020-04-29,29.0,5.0,34.0,258.0,13.0,0.0,4.0
Monterey,2020-04-29,4.0,3.0,7.0,875.0,3.0,0.0,106.0
Madera,2020-04-29,0.0,1.0,1.0,568.0,0.0,0.0,22.0
Tuolumne,2020-04-29,0.0,0.0,0.0,151.0,0.0,0.0,0.0
El Dorado,2020-04-29,0.0,4.0,4.0,156.0,0.0,2.0,6.0
Butte,2020-04-29,0.0,2.0,2.0,424.0,0.0,1.0,20.0
San Mateo,2020-04-29,51.0,19.0,70.0,790.0,16.0,1.0,52.0
Solano,2020-04-30,11.0,12.0,23.0,592.0,5.0,3.0,57.0
Modoc,2020-04-30,0.0,0.0,0.0,41.0,0.0,0.0,
Orange,2020-04-30,214.0,68.0,282.0,4725.0,74.0,13.0,457.0
Marin,2020-04-30,0.0,3.0,3.0,358.0,0.0,0.0,19.0
Yolo,2020-04-30,0.0,0.0,0.0,130.0,0.0,0.0,12.0
El Dorado,2020-04-30,0.0,6.0,6.0,156.0,0.0,1.0,10.0
Kern,2020-04-30,29.0,25.0,54.0,1385.0,20.0,0.0,49.0
Tehama,2020-04-30,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Lassen,2020-04-30,0.0,0.0,0.0,25.0,0.0,0.0,
Tulare,2020-04-30,28.0,2.0,30.0,920.0,5.0,2.0,29.0
Imperial,2020-04-30,29.0,3.0,32.0,261.0,13.0,0.0,4.0
San Benito,2020-04-30,1.0,0.0,1.0,25.0,0.0,0.0,2.0
Los Angeles,2020-04-30,1894.0,470.0,2364.0,18236.0,591.0,93.0,1235.0
Calaveras,2020-04-30,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Tuolumne,2020-04-30,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Plumas,2020-04-30,0.0,0.0,0.0,39.0,0.0,0.0,
Santa Clara,2020-04-30,104.0,37.0,141.0,3331.0,45.0,3.0,191.0
Del Norte,2020-04-30,0.0,4.0,4.0,,0.0,2.0,2.0
Humboldt,2020-04-30,0.0,7.0,7.0,305.0,0.0,2.0,8.0
San Diego,2020-04-30,283.0,81.0,364.0,4933.0,122.0,19.0,357.0
Fresno,2020-04-30,41.0,37.0,78.0,1997.0,15.0,4.0,83.0
Santa Barbara,2020-04-30,26.0,9.0,35.0,717.0,13.0,3.0,85.0
Madera,2020-04-30,0.0,3.0,3.0,568.0,0.0,0.0,21.0
Glenn,2020-04-30,0.0,0.0,0.0,,0.0,0.0,
Colusa,2020-04-30,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Mono,2020-04-30,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Kings,2020-04-30,10.0,0.0,10.0,199.0,2.0,0.0,3.0
Nevada,2020-04-30,0.0,1.0,1.0,104.0,0.0,1.0,4.0
San Bernardino,2020-04-30,158.0,100.0,258.0,3738.0,58.0,17.0,184.0
Yuba,2020-04-30,0.0,0.0,0.0,445.0,0.0,0.0,14.0
Inyo,2020-04-30,0.0,0.0,0.0,56.0,0.0,0.0,6.0
Trinity,2020-04-30,0.0,0.0,0.0,54.0,0.0,0.0,
Monterey,2020-04-30,6.0,6.0,12.0,875.0,3.0,3.0,106.0
Butte,2020-04-30,0.0,0.0,0.0,424.0,0.0,0.0,20.0
San Francisco,2020-04-30,85.0,11.0,96.0,1887.0,32.0,1.0,100.0
Contra Costa,2020-04-30,24.0,43.0,67.0,1485.0,9.0,6.0,141.0
Napa,2020-04-30,1.0,0.0,1.0,387.0,0.0,0.0,7.0
Lake,2020-04-30,0.0,2.0,2.0,58.0,0.0,0.0,2.0
Stanislaus,2020-04-30,35.0,27.0,62.0,1573.0,3.0,5.0,100.0
Placer,2020-04-30,4.0,28.0,32.0,340.0,1.0,4.0,82.0
San Joaquin,2020-04-30,17.0,24.0,41.0,1146.0,8.0,4.0,30.0
Ventura,2020-04-30,33.0,18.0,51.0,1381.0,10.0,4.0,51.0
San Luis Obispo,2020-04-30,3.0,3.0,6.0,526.0,3.0,1.0,30.0
Santa Cruz,2020-04-30,3.0,0.0,3.0,354.0,2.0,0.0,16.0
Mariposa,2020-04-30,0.0,2.0,2.0,30.0,0.0,0.0,
Mendocino,2020-04-30,0.0,0.0,0.0,151.0,0.0,0.0,5.0
Sacramento,2020-04-30,37.0,35.0,72.0,1332.0,17.0,5.0,129.0
Sonoma,2020-04-30,5.0,7.0,12.0,789.0,2.0,3.0,50.0
Sutter,2020-04-30,0.0,0.0,0.0,,0.0,0.0,
Siskiyou,2020-04-30,0.0,2.0,2.0,65.0,0.0,0.0,4.0
Riverside,2020-04-30,214.0,138.0,352.0,3310.0,85.0,30.0,184.0
Merced,2020-04-30,3.0,2.0,5.0,206.0,1.0,0.0,5.0
Shasta,2020-04-30,2.0,0.0,2.0,645.0,2.0,0.0,10.0
Amador,2020-04-30,0.0,0.0,0.0,,0.0,0.0,4.0
San Mateo,2020-04-30,53.0,10.0,63.0,790.0,16.0,1.0,48.0
Alameda,2020-04-30,74.0,52.0,126.0,1746.0,34.0,12.0,165.0
Stanislaus,2020-05-01,35.0,19.0,54.0,1573.0,2.0,3.0,86.0
Yuba,2020-05-01,0.0,0.0,0.0,445.0,0.0,0.0,8.0
Lake,2020-05-01,0.0,2.0,2.0,58.0,0.0,1.0,2.0
Mono,2020-05-01,0.0,0.0,0.0,17.0,0.0,0.0,1.0
San Benito,2020-05-01,1.0,0.0,1.0,25.0,0.0,0.0,1.0
Glenn,2020-05-01,0.0,0.0,0.0,,0.0,0.0,
Butte,2020-05-01,0.0,1.0,1.0,424.0,0.0,1.0,20.0
Tehama,2020-05-01,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Monterey,2020-05-01,7.0,1.0,8.0,875.0,3.0,1.0,105.0
Trinity,2020-05-01,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-05-01,0.0,1.0,1.0,105.0,0.0,1.0,6.0
Santa Barbara,2020-05-01,28.0,10.0,38.0,717.0,13.0,2.0,77.0
Inyo,2020-05-01,0.0,0.0,0.0,56.0,0.0,0.0,4.0
Kings,2020-05-01,11.0,0.0,11.0,199.0,2.0,0.0,1.0
Lassen,2020-05-01,0.0,0.0,0.0,25.0,0.0,0.0,
Tulare,2020-05-01,28.0,2.0,30.0,920.0,5.0,2.0,23.0
Imperial,2020-05-01,36.0,3.0,39.0,263.0,14.0,1.0,2.0
San Luis Obispo,2020-05-01,3.0,4.0,7.0,526.0,1.0,2.0,21.0
San Diego,2020-05-01,290.0,60.0,350.0,4932.0,123.0,11.0,365.0
El Dorado,2020-05-01,0.0,2.0,2.0,156.0,0.0,1.0,11.0
Ventura,2020-05-01,29.0,12.0,41.0,1375.0,10.0,4.0,51.0
Tuolumne,2020-05-01,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Modoc,2020-05-01,0.0,0.0,0.0,41.0,0.0,0.0,
Plumas,2020-05-01,0.0,0.0,0.0,39.0,0.0,0.0,
Orange,2020-05-01,218.0,101.0,319.0,4725.0,62.0,23.0,374.0
Calaveras,2020-05-01,0.0,1.0,1.0,50.0,0.0,0.0,12.0
Shasta,2020-05-01,1.0,0.0,1.0,645.0,1.0,0.0,15.0
Amador,2020-05-01,0.0,0.0,0.0,,0.0,0.0,-2.0
Madera,2020-05-01,0.0,0.0,0.0,568.0,0.0,0.0,19.0
San Bernardino,2020-05-01,157.0,106.0,263.0,3738.0,55.0,15.0,138.0
Colusa,2020-05-01,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Siskiyou,2020-05-01,0.0,2.0,2.0,65.0,0.0,0.0,4.0
San Francisco,2020-05-01,86.0,14.0,100.0,1887.0,32.0,0.0,101.0
Marin,2020-05-01,0.0,5.0,5.0,358.0,0.0,0.0,23.0
Solano,2020-05-01,10.0,11.0,21.0,592.0,6.0,3.0,58.0
Del Norte,2020-05-01,0.0,0.0,0.0,,0.0,0.0,3.0
Merced,2020-05-01,4.0,1.0,5.0,206.0,1.0,0.0,3.0
Sonoma,2020-05-01,4.0,15.0,19.0,789.0,1.0,4.0,52.0
Humboldt,2020-05-01,0.0,5.0,5.0,305.0,0.0,0.0,7.0
Riverside,2020-05-01,210.0,152.0,362.0,3302.0,83.0,39.0,217.0
Los Angeles,2020-05-01,1884.0,511.0,2395.0,18549.0,606.0,98.0,1185.0
Yolo,2020-05-01,0.0,0.0,0.0,130.0,0.0,0.0,14.0
Fresno,2020-05-01,44.0,28.0,72.0,2004.0,18.0,3.0,77.0
Santa Cruz,2020-05-01,3.0,1.0,4.0,354.0,2.0,0.0,13.0
Santa Clara,2020-05-01,97.0,43.0,140.0,3331.0,38.0,6.0,197.0
Contra Costa,2020-05-01,21.0,37.0,58.0,1485.0,8.0,7.0,143.0
Napa,2020-05-01,0.0,2.0,2.0,387.0,0.0,0.0,6.0
Sutter,2020-05-01,0.0,0.0,0.0,,0.0,0.0,
San Joaquin,2020-05-01,17.0,16.0,33.0,1146.0,9.0,5.0,21.0
Placer,2020-05-01,5.0,15.0,20.0,340.0,2.0,2.0,80.0
San Mateo,2020-05-01,48.0,12.0,60.0,790.0,15.0,3.0,49.0
Kern,2020-05-01,35.0,13.0,48.0,1717.0,19.0,0.0,47.0
Mendocino,2020-05-01,0.0,0.0,0.0,151.0,0.0,0.0,6.0
Alameda,2020-05-01,75.0,60.0,135.0,1746.0,32.0,13.0,165.0
Mariposa,2020-05-01,0.0,2.0,2.0,30.0,0.0,0.0,
Sacramento,2020-05-01,35.0,29.0,64.0,1347.0,14.0,4.0,122.0
Sutter,2020-05-02,0.0,0.0,0.0,,0.0,0.0,
San Joaquin,2020-05-02,17.0,16.0,33.0,1146.0,9.0,6.0,22.0
Butte,2020-05-02,0.0,0.0,0.0,424.0,0.0,0.0,19.0
Santa Barbara,2020-05-02,25.0,11.0,36.0,717.0,13.0,4.0,80.0
Monterey,2020-05-02,8.0,3.0,11.0,829.0,3.0,2.0,103.0
Inyo,2020-05-02,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Stanislaus,2020-05-02,36.0,30.0,66.0,1573.0,1.0,7.0,87.0
Contra Costa,2020-05-02,20.0,45.0,65.0,1485.0,9.0,8.0,139.0
Santa Clara,2020-05-02,95.0,36.0,131.0,3331.0,40.0,6.0,195.0
Solano,2020-05-02,14.0,15.0,29.0,592.0,7.0,6.0,54.0
Marin,2020-05-02,0.0,11.0,11.0,358.0,0.0,0.0,24.0
Plumas,2020-05-02,0.0,0.0,0.0,39.0,0.0,0.0,
Sacramento,2020-05-02,23.0,35.0,58.0,1299.0,16.0,10.0,119.0
Tehama,2020-05-02,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Del Norte,2020-05-02,0.0,0.0,0.0,,0.0,0.0,4.0
Lake,2020-05-02,0.0,0.0,0.0,58.0,0.0,0.0,2.0
Imperial,2020-05-02,36.0,3.0,39.0,261.0,14.0,1.0,2.0
Ventura,2020-05-02,26.0,26.0,52.0,1416.0,10.0,7.0,55.0
Madera,2020-05-02,0.0,0.0,0.0,568.0,0.0,0.0,20.0
Placer,2020-05-02,5.0,23.0,28.0,340.0,2.0,4.0,82.0
Mono,2020-05-02,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Orange,2020-05-02,215.0,107.0,322.0,5374.0,64.0,34.0,376.0
San Mateo,2020-05-02,48.0,13.0,61.0,790.0,16.0,1.0,51.0
Glenn,2020-05-02,0.0,0.0,0.0,,0.0,0.0,
Shasta,2020-05-02,0.0,0.0,0.0,645.0,0.0,0.0,13.0
Amador,2020-05-02,0.0,0.0,0.0,,0.0,0.0,3.0
Yuba,2020-05-02,0.0,0.0,0.0,445.0,0.0,0.0,12.0
Trinity,2020-05-02,0.0,0.0,0.0,54.0,0.0,0.0,
Lassen,2020-05-02,0.0,0.0,0.0,25.0,0.0,0.0,
Tulare,2020-05-02,28.0,2.0,30.0,920.0,5.0,2.0,24.0
Humboldt,2020-05-02,0.0,5.0,5.0,305.0,0.0,0.0,8.0
Merced,2020-05-02,4.0,4.0,8.0,206.0,2.0,0.0,3.0
Tuolumne,2020-05-02,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Calaveras,2020-05-02,0.0,1.0,1.0,50.0,0.0,1.0,11.0
El Dorado,2020-05-02,0.0,2.0,2.0,156.0,0.0,1.0,10.0
Colusa,2020-05-02,1.0,0.0,1.0,80.0,1.0,0.0,5.0
San Francisco,2020-05-02,81.0,27.0,108.0,1915.0,29.0,7.0,101.0
Kern,2020-05-02,36.0,7.0,43.0,1723.0,19.0,1.0,41.0
Napa,2020-05-02,0.0,1.0,1.0,387.0,0.0,0.0,3.0
Mendocino,2020-05-02,0.0,0.0,0.0,151.0,0.0,0.0,7.0
San Diego,2020-05-02,289.0,68.0,357.0,5513.0,123.0,18.0,370.0
Santa Cruz,2020-05-02,3.0,0.0,3.0,354.0,1.0,0.0,11.0
Fresno,2020-05-02,45.0,36.0,81.0,2008.0,17.0,2.0,87.0
Los Angeles,2020-05-02,1819.0,561.0,2380.0,21176.0,599.0,105.0,1185.0
Siskiyou,2020-05-02,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Mariposa,2020-05-02,0.0,0.0,0.0,30.0,0.0,0.0,
Modoc,2020-05-02,0.0,0.0,0.0,41.0,0.0,0.0,
Alameda,2020-05-02,73.0,59.0,132.0,1746.0,31.0,7.0,163.0
San Bernardino,2020-05-02,144.0,116.0,260.0,4419.0,55.0,22.0,126.0
Yolo,2020-05-02,0.0,0.0,0.0,130.0,0.0,0.0,11.0
Kings,2020-05-02,9.0,1.0,10.0,199.0,2.0,0.0,3.0
Sonoma,2020-05-02,3.0,14.0,17.0,789.0,2.0,1.0,49.0
Riverside,2020-05-02,211.0,126.0,337.0,3829.0,78.0,31.0,197.0
Nevada,2020-05-02,0.0,2.0,2.0,118.0,0.0,1.0,6.0
San Luis Obispo,2020-05-02,3.0,10.0,13.0,526.0,1.0,4.0,21.0
San Benito,2020-05-02,1.0,0.0,1.0,25.0,0.0,0.0,2.0
Shasta,2020-05-03,0.0,0.0,0.0,645.0,0.0,0.0,12.0
Yolo,2020-05-03,0.0,0.0,0.0,130.0,1.0,1.0,9.0
Lake,2020-05-03,0.0,3.0,3.0,58.0,0.0,1.0,2.0
Lassen,2020-05-03,0.0,0.0,0.0,25.0,0.0,0.0,
Monterey,2020-05-03,7.0,1.0,8.0,829.0,3.0,1.0,92.0
Merced,2020-05-03,6.0,3.0,9.0,206.0,4.0,0.0,3.0
Siskiyou,2020-05-03,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Riverside,2020-05-03,217.0,132.0,349.0,3809.0,78.0,34.0,179.0
Butte,2020-05-03,0.0,2.0,2.0,424.0,0.0,0.0,22.0
Colusa,2020-05-03,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Fresno,2020-05-03,45.0,43.0,88.0,2008.0,18.0,4.0,86.0
Contra Costa,2020-05-03,20.0,44.0,64.0,1485.0,8.0,7.0,147.0
Santa Clara,2020-05-03,93.0,39.0,132.0,3331.0,40.0,7.0,199.0
San Mateo,2020-05-03,47.0,14.0,61.0,790.0,16.0,2.0,50.0
Humboldt,2020-05-03,1.0,2.0,3.0,305.0,0.0,0.0,8.0
Santa Cruz,2020-05-03,3.0,0.0,3.0,354.0,1.0,0.0,15.0
Orange,2020-05-03,218.0,90.0,308.0,5374.0,66.0,25.0,376.0
Solano,2020-05-03,14.0,11.0,25.0,592.0,8.0,1.0,58.0
Plumas,2020-05-03,0.0,2.0,2.0,29.0,0.0,0.0,
Placer,2020-05-03,7.0,12.0,19.0,340.0,2.0,4.0,84.0
San Francisco,2020-05-03,83.0,18.0,101.0,1915.0,30.0,4.0,107.0
Los Angeles,2020-05-03,1779.0,520.0,2299.0,21621.0,599.0,95.0,1178.0
Sacramento,2020-05-03,26.0,31.0,57.0,1293.0,16.0,12.0,117.0
San Bernardino,2020-05-03,154.0,100.0,254.0,4419.0,59.0,16.0,135.0
Napa,2020-05-03,0.0,0.0,0.0,387.0,0.0,0.0,4.0
Mono,2020-05-03,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Amador,2020-05-03,0.0,0.0,0.0,,0.0,0.0,2.0
Modoc,2020-05-03,0.0,0.0,0.0,41.0,0.0,0.0,
Glenn,2020-05-03,0.0,0.0,0.0,,0.0,0.0,
Alameda,2020-05-03,73.0,62.0,135.0,1746.0,33.0,15.0,164.0
Marin,2020-05-03,0.0,6.0,6.0,358.0,0.0,0.0,24.0
Sonoma,2020-05-03,2.0,14.0,16.0,789.0,1.0,4.0,51.0
Trinity,2020-05-03,0.0,0.0,0.0,54.0,0.0,0.0,
Sutter,2020-05-03,0.0,0.0,0.0,,0.0,0.0,
Inyo,2020-05-03,0.0,1.0,1.0,42.0,0.0,0.0,2.0
Tulare,2020-05-03,23.0,5.0,28.0,920.0,6.0,1.0,26.0
Tehama,2020-05-03,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Del Norte,2020-05-03,0.0,0.0,0.0,,0.0,0.0,7.0
Imperial,2020-05-03,39.0,5.0,44.0,251.0,13.0,1.0,3.0
Ventura,2020-05-03,29.0,34.0,63.0,1386.0,8.0,8.0,58.0
Tuolumne,2020-05-03,0.0,0.0,0.0,151.0,0.0,0.0,2.0
San Diego,2020-05-03,276.0,76.0,352.0,5545.0,125.0,20.0,369.0
Mendocino,2020-05-03,0.0,0.0,0.0,151.0,0.0,0.0,7.0
Kings,2020-05-03,9.0,1.0,10.0,199.0,2.0,0.0,2.0
San Luis Obispo,2020-05-03,4.0,5.0,9.0,526.0,1.0,3.0,22.0
San Joaquin,2020-05-03,17.0,18.0,35.0,1146.0,9.0,6.0,22.0
Stanislaus,2020-05-03,33.0,15.0,48.0,1573.0,1.0,7.0,77.0
Mariposa,2020-05-03,0.0,0.0,0.0,30.0,0.0,0.0,
Nevada,2020-05-03,0.0,1.0,1.0,118.0,0.0,0.0,8.0
Madera,2020-05-03,0.0,0.0,0.0,568.0,0.0,0.0,19.0
Kern,2020-05-03,30.0,12.0,42.0,1710.0,16.0,2.0,86.0
El Dorado,2020-05-03,0.0,2.0,2.0,154.0,0.0,1.0,10.0
Calaveras,2020-05-03,0.0,1.0,1.0,50.0,0.0,1.0,11.0
Santa Barbara,2020-05-03,28.0,6.0,34.0,717.0,14.0,1.0,88.0
San Benito,2020-05-03,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Yuba,2020-05-03,0.0,1.0,1.0,445.0,0.0,1.0,7.0
Tehama,2020-05-04,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Solano,2020-05-04,15.0,22.0,37.0,592.0,8.0,0.0,57.0
San Diego,2020-05-04,300.0,54.0,354.0,5588.0,124.0,11.0,373.0
Stanislaus,2020-05-04,34.0,11.0,45.0,995.0,2.0,3.0,90.0
Riverside,2020-05-04,216.0,107.0,323.0,3898.0,75.0,29.0,202.0
Amador,2020-05-04,0.0,0.0,0.0,,0.0,0.0,3.0
Sutter,2020-05-04,0.0,0.0,0.0,,0.0,0.0,
San Bernardino,2020-05-04,156.0,103.0,259.0,4564.0,58.0,11.0,146.0
Contra Costa,2020-05-04,19.0,32.0,51.0,1485.0,7.0,6.0,142.0
Siskiyou,2020-05-04,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Los Angeles,2020-05-04,1828.0,543.0,2371.0,22298.0,581.0,95.0,1166.0
Orange,2020-05-04,214.0,80.0,294.0,5607.0,71.0,17.0,349.0
Mariposa,2020-05-04,0.0,0.0,0.0,30.0,0.0,0.0,
Placer,2020-05-04,11.0,6.0,17.0,340.0,1.0,0.0,88.0
Sacramento,2020-05-04,27.0,23.0,50.0,1284.0,16.0,5.0,131.0
Inyo,2020-05-04,0.0,1.0,1.0,42.0,0.0,0.0,4.0
El Dorado,2020-05-04,0.0,3.0,3.0,185.0,0.0,0.0,9.0
Yolo,2020-05-04,0.0,0.0,0.0,130.0,1.0,1.0,9.0
Lassen,2020-05-04,0.0,0.0,0.0,25.0,0.0,0.0,
Mono,2020-05-04,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Calaveras,2020-05-04,0.0,1.0,1.0,50.0,0.0,0.0,11.0
Ventura,2020-05-04,26.0,17.0,43.0,1383.0,9.0,5.0,55.0
Humboldt,2020-05-04,1.0,2.0,3.0,344.0,0.0,1.0,8.0
Nevada,2020-05-04,0.0,1.0,1.0,122.0,0.0,0.0,3.0
Del Norte,2020-05-04,0.0,0.0,0.0,,0.0,0.0,5.0
San Benito,2020-05-04,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Kings,2020-05-04,9.0,1.0,10.0,199.0,2.0,0.0,4.0
Colusa,2020-05-04,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Trinity,2020-05-04,0.0,0.0,0.0,54.0,0.0,0.0,
Lake,2020-05-04,0.0,4.0,4.0,58.0,0.0,0.0,4.0
Imperial,2020-05-04,47.0,9.0,56.0,252.0,16.0,0.0,1.0
Santa Barbara,2020-05-04,29.0,10.0,39.0,717.0,15.0,3.0,97.0
Marin,2020-05-04,1.0,7.0,8.0,350.0,0.0,3.0,21.0
Tuolumne,2020-05-04,0.0,0.0,0.0,151.0,0.0,0.0,1.0
Yuba,2020-05-04,0.0,1.0,1.0,445.0,0.0,1.0,9.0
Merced,2020-05-04,6.0,6.0,12.0,206.0,4.0,1.0,6.0
Madera,2020-05-04,1.0,0.0,1.0,568.0,0.0,0.0,22.0
San Luis Obispo,2020-05-04,3.0,8.0,11.0,526.0,2.0,2.0,24.0
Tulare,2020-05-04,21.0,1.0,22.0,920.0,6.0,0.0,24.0
Monterey,2020-05-04,5.0,0.0,5.0,829.0,3.0,0.0,102.0
Plumas,2020-05-04,0.0,2.0,2.0,29.0,0.0,0.0,
Modoc,2020-05-04,0.0,0.0,0.0,41.0,0.0,0.0,
Butte,2020-05-04,0.0,1.0,1.0,448.0,0.0,0.0,12.0
Alameda,2020-05-04,73.0,62.0,135.0,1769.0,31.0,15.0,163.0
San Joaquin,2020-05-04,19.0,14.0,33.0,1287.0,8.0,6.0,23.0
San Mateo,2020-05-04,45.0,14.0,59.0,790.0,13.0,0.0,54.0
Santa Clara,2020-05-04,90.0,33.0,123.0,3331.0,37.0,5.0,210.0
Napa,2020-05-04,0.0,0.0,0.0,387.0,0.0,1.0,5.0
Fresno,2020-05-04,47.0,39.0,86.0,2001.0,19.0,6.0,89.0
Santa Cruz,2020-05-04,3.0,0.0,3.0,354.0,0.0,0.0,15.0
Sonoma,2020-05-04,3.0,13.0,16.0,789.0,1.0,2.0,57.0
San Francisco,2020-05-04,84.0,10.0,94.0,1887.0,26.0,0.0,118.0
Glenn,2020-05-04,0.0,0.0,0.0,,0.0,0.0,
Shasta,2020-05-04,0.0,0.0,0.0,667.0,0.0,0.0,12.0
Mendocino,2020-05-04,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Kern,2020-05-04,36.0,12.0,48.0,1728.0,21.0,2.0,74.0
Los Angeles,2020-05-05,1826.0,544.0,2370.0,22079.0,571.0,110.0,1164.0
Mendocino,2020-05-05,0.0,0.0,0.0,158.0,0.0,0.0,5.0
Marin,2020-05-05,1.0,13.0,14.0,390.0,0.0,3.0,20.0
Colusa,2020-05-05,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Madera,2020-05-05,0.0,0.0,0.0,568.0,0.0,0.0,19.0
Imperial,2020-05-05,57.0,1.0,58.0,255.0,16.0,0.0,1.0
Contra Costa,2020-05-05,21.0,48.0,69.0,1628.0,8.0,10.0,119.0
Kern,2020-05-05,32.0,10.0,42.0,1737.0,20.0,0.0,80.0
Modoc,2020-05-05,0.0,0.0,0.0,41.0,0.0,0.0,
Mono,2020-05-05,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Butte,2020-05-05,0.0,0.0,0.0,448.0,0.0,0.0,14.0
San Joaquin,2020-05-05,18.0,29.0,47.0,1366.0,9.0,8.0,25.0
Kings,2020-05-05,12.0,0.0,12.0,199.0,2.0,0.0,0.0
Yolo,2020-05-05,0.0,0.0,0.0,186.0,0.0,0.0,12.0
Mariposa,2020-05-05,0.0,1.0,1.0,30.0,0.0,0.0,
Amador,2020-05-05,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Sutter,2020-05-05,0.0,0.0,0.0,14.0,0.0,0.0,
Merced,2020-05-05,5.0,5.0,10.0,242.0,4.0,0.0,4.0
Trinity,2020-05-05,0.0,0.0,0.0,54.0,0.0,0.0,
San Luis Obispo,2020-05-05,3.0,2.0,5.0,526.0,2.0,1.0,27.0
Calaveras,2020-05-05,0.0,0.0,0.0,50.0,0.0,0.0,12.0
El Dorado,2020-05-05,0.0,4.0,4.0,185.0,0.0,0.0,9.0
San Benito,2020-05-05,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Santa Cruz,2020-05-05,2.0,1.0,3.0,397.0,0.0,1.0,12.0
San Francisco,2020-05-05,79.0,24.0,103.0,2619.0,27.0,6.0,101.0
